"CONTEXT", "ID", "TEXT"
"end:help-ezic-kill-attackers-wall-destroyed","It is a glorious day for THE ORDER OF THE EZIC STAR but you have betrayed us at the last moment.","It is a glorious day for THE ORDER OF THE EZIC STAR but you have betrayed us at the last moment."
"end:help-ezic-kill-attackers-wall-destroyed","EZIC grows strong while the corrupt and greedy weaken.","EZIC grows strong while the corrupt and greedy weaken."
"end:help-ezic-kill-attackers-wall-destroyed","Your betrayal means you have chosen the wrong side.","Your betrayal means you have chosen the wrong side."
"end:help-ezic-kill-attackers-wall-destroyed","There is no place for you or your family in this revolution.","There is no place for you or your family in this revolution."
"end:help-ezic-kill-attackers-wall-destroyed","Goodbye inspector.","Goodbye inspector."
"end:help-ezic-kill-attackers-wall-destroyed","Glory to the New Arstotzka.","Glory to the New Kazakhstan."
"end:help-few-ezic","Hello inspector.","Hello inspector."
"end:help-few-ezic","We have audited your recent activities.","We have audited your recent activities."
"end:help-few-ezic","Your involvement with a group calling themselves THE ORDER OF THE EZIC STAR has been uncovered.","Your involvement with a group calling themselves THE ORDER OF THE EZIC STAR has been uncovered."
"end:help-few-ezic","Several members of this group have been arrested in Arstotzka.","Several members of this group have been arrested in Kazakhstan."
"end:help-few-ezic","At least one EZIC member has confessed to receiving your help.","At least one EZIC member has confessed to receiving your help."
"end:help-few-ezic","This represents treason of the highest order.","This represents treason of the highest order."
"end:help-few-ezic","Goodbye inspector.","Goodbye inspector."
"end:help-few-ezic","The execution is scheduled for tonight.","The execution is scheduled for tonight."
"end:help-few-ezic","Your family's safety is unknown.","Your family's safety is unknown."
"end:help-few-ezic","EZIC has been crushed. The balance of justice is restored.","EZIC has been crushed. The balance of justice is restored."
"end:help-few-ezic","Glory to Arstotzka.","Glory to Kazakhstan."
"end:escape","You board the late train to the Northern Territories. It is nearly empty.","You board the late train to the Northern Territories. It is nearly empty."
"end:escape","You pay for the hastily forged passport and re-entry ticket. They look terrible.","You pay for the hastily forged passport and re-entry ticket. They look terrible."
"end:escape","You pay for the hastily forged passports and re-entry tickets. They look terrible.","You pay for the hastily forged passports and re-entry tickets. They look terrible."
"end:escape","You reach the border crossing at dawn. The line is immense.","You reach the border crossing at dawn. The line is immense."
"end:escape","Six hours later.","Six hours later."
"end:escape","Your documents.","Your documents."
"end:escape","Here.","Here."
"end:escape","You are entering alone?","You are entering alone?"
"end:escape","Yes.","Yes."
"end:escape","I come to visit relatives.","I come to visit relatives."
"end:escape","No, my family as well.","No, my family as well."
"end:escape","Hand over all documents now.","Hand over all documents now."
"end:escape","We come to visit relatives.","We come to visit relatives."
"end:escape","I do not care why you come. Wait here.","I do not care why you come. Wait here."
"end:escape","*KACHUNK*","*KACHUNK*"
"end:escape","Welcome to Obristan. Next!","Welcome to Obristan. Next!"
"end:help-ezic-hold-fire","Inspector! It is a glorious day!","Inspector! It is a glorious day!"
"end:help-ezic-hold-fire","The border has been pierced.","The border has been pierced."
"end:help-ezic-hold-fire","EZIC grows strong while the corrupt and greedy weaken.","EZIC grows strong while the corrupt and greedy weaken."
"end:help-ezic-hold-fire","We are moving you and your family to a better home.","We are moving you and your family to a better home."
"end:help-ezic-hold-fire","Your services as an inspector are no longer required. We need agents.","Your services as an inspector are no longer required. We need agents."
"end:help-ezic-hold-fire","Follow us and together we will complete the revolution!","Follow us and together we will complete the revolution!"
"end:help-ezic-hold-fire","Glory to the New Arstotzka.","Glory to the New Kazakhstan."
"end:ignore-ezic","Hello inspector.","Hello inspector."
"end:ignore-ezic","We have audited your activities for the past 20 years.","We have audited your activities for the past 20 years."
"end:ignore-ezic","There are some anomalies.","There are some anomalies."
"end:ignore-ezic","But you have served Arstotzka well.","But you have served Kazakhstan well."
"end:ignore-ezic","We will overlook these small transgressions.","We will overlook these small transgressions."
"end:ignore-ezic","You have been cleared of any suspicion.","You have been cleared of any suspicion."
"end:ignore-ezic","Glory to Arstotzka.","Glory to Kazakhstan."
"end:ignore-ezic","A new agreement has been reached with Kolechia.","A new agreement has been reached with Kolechia."
"end:ignore-ezic","Grestin Border Checkpoint will reopen soon.","Grestin Border Checkpoint will reopen soon."
"end:ignore-ezic","Return to your post on January 1st.","Return to your post on January 1st."
"end:ignore-ezic","ENDLESS UNLOCK CODE: 62131","ENDLESS UNLOCK CODE: 62131"
"endless:timed","Timed","Timed"
"endless:timed","Process as many travelers as possible in 10 minutes.","Process as many travelers as possible in 10 minutes."
"endless:timed","ENDLESS - TIMED

Process as many travelers as possible in 10 minutes. One point per traveler. Lose 30 seconds for each citation.","ENDLESS - TIMED

Process as many travelers as possible in 10 minutes. One point per traveler. Lose 30 seconds for each citation."
"endless:perfection","Perfection","Perfection"
"endless:perfection","Game over at first penalty. Earn dwindling points.","Game over at first penalty. Earn dwindling points."
"endless:perfection","ENDLESS - PERFECTION

Earn points for processing travelers. No citations allowed. Ten points per traveler in the first minute, one less point for each minute that passes. Work quickly.","ENDLESS - PERFECTION

Earn points for processing travelers. No citations allowed. Ten points per traveler in the first minute, one less point for each minute that passes. Work quickly."
"endless:endurance","Endurance","Endurance"
"endless:endurance","Play until balance goes negative. Avoid penalties.","Play until balance goes negative. Avoid penalties."
"endless:endurance","ENDLESS - ENDURANCE

Process travelers until your balance drops below zero. Citations penalize an escalating number of points. The highest achieved points are remembered for scoring.","ENDLESS - ENDURANCE

Process travelers until your balance drops below zero. Citations penalize an escalating number of points. The highest achieved points are remembered for scoring."
"endless:course1","Course 1","Course 1"
"endless:course2","Course 2","Course 2"
"endless:course3","Course 3","Course 3"
"endless:course4","Course 4","Course 4"
"bullend:1A","Check rulebook for rules in effect.","Check rulebook for rules in effect."
"bullend:2A","Check rulebook for rules in effect.","Check rulebook for rules in effect."
"bullend:3A","Check rulebook for rules in effect. REASON FOR DENIAL stamp is required when denying entry.","Check rulebook for rules in effect. REASON FOR DENIAL stamp is required when denying entry."
"bullend:4A","Check rulebook for rules in effect. REASON FOR DENIAL stamp is required when denying entry.","Check rulebook for rules in effect. REASON FOR DENIAL stamp is required when denying entry."
"night:MANAGE_EXPENSES","Manage your expenses using the checkboxes below.","Manage your expenses using the checkboxes below."
"night:AFTER_6PM","Applicants entering after 6PM are unpaid.","Applicants entering after 6PM are unpaid."
"night:PROGRESS_SAVED","Progress is saved at the start of each day.","Progress is saved at the start of each day."
"night:ATTACK_DIDNOTHING","The day was cut short by a terrorist attack.","The day was cut short by a terrorist attack."
"night:ATTACK_FIREDGUN","The day was cut short by a terrorist attack.","The day was cut short by a terrorist attack."
"night:ATTACK_FIREDGUN","TRIGGER BONUS","TRIGGER BONUS"
"night:ATTACK_SOLVED","The day was cut short by a terrorist attack.","The day was cut short by a terrorist attack."
"night:ATTACK_SOLVED","SHARPSHOOTER BONUS","SHARPSHOOTER BONUS"
"night:POISONING","The day was cut short by a security incident.","The day was cut short by a security incident."
"night:FAMILY_PICTURE","Your wife found an old family picture.","Your wife found an old family picture."
"night:BUY_UPGRADE0","Booth Upgrade Available: SPACE key to toggle INSPECT mode.","Booth Upgrade Available: SPACE key to toggle INSPECT mode."
"night:BUY_UPGRADE0","UPGRADE BOOTH","UPGRADE BOOTH"
"night:BUY_UPGRADE0","Booth Upgrade Available: Multitouch.","Booth Upgrade Available: Multitouch."
"night:BUY_UPGRADE1","Booth Upgrade Available: TAB key to toggle stamp bar.","Booth Upgrade Available: TAB key to toggle stamp bar."
"night:BUY_UPGRADE1","UPGRADE BOOTH","UPGRADE BOOTH"
"night:BUY_UPGRADE2","Booth Upgrade Available: Rulebook shortcuts.","Booth Upgrade Available: Rulebook shortcuts."
"night:BUY_UPGRADE2","UPGRADE BOOTH","UPGRADE BOOTH"
"night:BUY_UPGRADE3","Booth Upgrade Available: Double-click for quick INSPECT.","Booth Upgrade Available: Double-click for quick INSPECT."
"night:BUY_UPGRADE3","UPGRADE BOOTH","UPGRADE BOOTH"
"night:APARTMENT_RENT","The rent has gone up.","The rent has gone up."
"night:APARTMENT_UPGRADE","A cheaper class 8 apartment is available (Rent = 25, Heat = 10)","A cheaper class 8 apartment is available (Rent = 25, Heat = 10)"
"night:APARTMENT_UPGRADE","MOVE TO CLASS-8","MOVE TO CLASS-8"
"night:APARTMENT_UPGRADE","A class-7 apartment is available. (Rent = 30, Heat = 10)","A class-7 apartment is available. (Rent = 30, Heat = 10)"
"night:APARTMENT_UPGRADE","MOVE TO CLASS-7","MOVE TO CLASS-7"
"night:APARTMENT_UPGRADE","A class-6 apartment is available. (Rent = 40, Heat = 5)","A class-6 apartment is available. (Rent = 40, Heat = 5)"
"night:APARTMENT_UPGRADE","MOVE TO CLASS-6","MOVE TO CLASS-6"
"night:APARTMENT_UPGRADE","A class-5 apartment is available. (Rent = 50, Heat = 0)","A class-5 apartment is available. (Rent = 50, Heat = 0)"
"night:APARTMENT_UPGRADE","Class-5 is the best a worker can have.","Class-5 is the best a worker can have."
"night:APARTMENT_UPGRADE","MOVE TO CLASS-5","MOVE TO CLASS-5"
"night:SON_BIRTHDAY","Your son's birthday is in 2 days.","Your son's birthday is in 2 days."
"night:SON_BIRTHDAY2","Your son's birthday is tomorrow. He wants an expensive crayon set.","Your son's birthday is tomorrow. He wants an expensive crayon set."
